Time (s)	Voltage (V)	Current (uA)
1.97	-0.498503	26.44217
1.98	-0.499003	27.69084
1.99	-0.499503	29.53093
2.0	-0.500003	15.44489
2.0100000000000002	-0.500503	14.86856
2.02	-0.501003	29.98586
2.0300000000000002	-0.501503	30.61291
2.04	-0.502003	27.83287
2.05	-0.502503	34.11376
2.06	-0.503003	28.56406
2.07	-0.503503	30.66415
2.08	-0.504003	34.46117
2.09	-0.504503	29.64139
2.1	-0.505003	33.30862
2.11	-0.505503	19.34851
2.12	-0.506003	29.16622
2.13	-0.506503	26.63864
2.14	-0.507003	21.96447
2.15	-0.507503	25.93442
2.16	-0.508003	30.42243
2.17	-0.508504	21.76647
2.18	-0.509004	27.74638
2.19	-0.509504	25.80269
2.2	-0.510004	13.10455
2.21	-0.510504	17.40339
2.22	-0.511004	22.84608
2.23	-0.511504	26.77093
2.24	-0.512004	28.45262
2.25	-0.512504	20.18562
2.2600000000000002	-0.513004	30.5453
2.27	-0.513504	17.55288
2.2800000000000002	-0.514004	35.11937
2.29	-0.514504	18.56607
2.3000000000000003	-0.515004	15.80221
2.31	-0.515504	22.52969
2.32	-0.516004	23.77272
2.33	-0.516504	36.75373
2.34	-0.517004	15.51704
2.35	-0.517504	11.64875
2.36	-0.518004	19.15282
2.37	-0.518504	24.33157
2.38	-0.519004	34.50286
2.39	-0.519504	20.57943
2.4	-0.520004	29.16232
2.41	-0.520504	19.33594
2.42	-0.521004	25.20501
2.43	-0.521504	18.68899
2.44	-0.522004	35.47026
2.45	-0.522504	27.87403
2.46	-0.523004	26.48652
2.47	-0.523504	20.39831
2.48	-0.524004	25.60813
2.49	-0.524504	27.88383
2.5	-0.525004	19.86396
2.5100000000000002	-0.525504	33.03911
2.52	-0.526004	17.12619
2.5300000000000002	-0.526504	26.69399
2.54	-0.527004	40.75828
2.5500000000000003	-0.527504	22.91289
2.56	-0.528004	37.16343
2.57	-0.528504	23.04493
2.58	-0.529004	18.74064
2.59	-0.529504	30.4245
2.6	-0.530004	31.26657
2.61	-0.530504	23.19418
2.62	-0.531004	26.72592
2.63	-0.531504	24.14838
2.64	-0.532004	23.43399
2.65	-0.532504	24.61204
2.66	-0.533004	27.61336
2.67	-0.533504	29.47631
2.68	-0.534004	19.26808
2.69	-0.534504	21.67624
2.7	-0.535004	24.24508
2.71	-0.535504	15.85916
2.72	-0.536004	14.0692
2.73	-0.536504	30.76705
2.74	-0.537004	16.84619
2.75	-0.537504	30.67577
2.7600000000000002	-0.538004	21.2261
2.77	-0.538504	21.75727
2.7800000000000002	-0.539004	28.98969
2.79	-0.539504	33.59983
2.8000000000000003	-0.540004	26.03189
2.81	-0.540504	23.96289
2.82	-0.541005	26.52017
2.83	-0.541505	28.91569
2.84	-0.542005	18.31828
2.85	-0.542505	39.74125
2.86	-0.543005	25.16825
2.87	-0.543505	18.04605
2.88	-0.544005	31.75088
2.89	-0.544505	28.77051
2.9	-0.545005	30.5598
2.91	-0.545505	16.40128
2.92	-0.546005	14.75316
2.93	-0.546505	17.00284
2.94	-0.547005	21.553
2.95	-0.547505	28.47336
2.96	-0.548005	25.06956
2.97	-0.548505	21.27387
2.98	-0.549005	8.265691
2.99	-0.549505	8.937285
3.0	-0.550005	24.60224
3.0100000000000002	-0.550505	20.92592
3.02	-0.551005	20.12384
3.0300000000000002	-0.551505	28.42965
3.04	-0.552005	22.07337
3.0500000000000003	-0.552505	19.20812
3.06	-0.553005	29.03425
3.0700000000000003	-0.553505	21.35329
3.08	-0.554005	23.71969
3.09	-0.554505	21.42024
3.1	-0.555005	29.03023
3.11	-0.555505	15.09767
3.12	-0.556005	21.57348
3.13	-0.556505	26.82807
3.14	-0.557005	16.46633
3.15	-0.557505	26.31844
3.16	-0.558005	20.56808
3.17	-0.558505	20.70668
3.18	-0.559005	19.93261
3.19	-0.559505	27.02441
3.2	-0.560005	16.88885
3.21	-0.560505	33.02693
3.22	-0.561005	26.36378
3.23	-0.561505	33.46946
3.24	-0.562005	27.76802
3.25	-0.562505	18.19332
3.2600000000000002	-0.563005	9.490004
3.27	-0.563505	37.83535
3.2800000000000002	-0.564005	20.42946
3.29	-0.564505	34.08133
3.3000000000000003	-0.565005	30.20344
3.31	-0.565505	27.762
3.3200000000000003	-0.566005	43.85738
3.33	-0.566505	23.60941
3.34	-0.567005	29.59224
3.35	-0.567505	32.84479
3.36	-0.568005	20.9519
3.37	-0.568505	20.8898
3.38	-0.569005	31.06065
3.39	-0.569505	20.33724
3.4	-0.570005	18.47135
3.41	-0.570505	30.58361
3.42	-0.571005	23.79511
3.43	-0.571505	28.69962
3.44	-0.572005	28.72771
3.45	-0.572506	25.67154
3.46	-0.573006	19.57121
3.47	-0.573506	22.04474
3.48	-0.574006	26.52559
3.49	-0.574506	15.13871
3.5	-0.575006	24.60084
3.5100000000000002	-0.575506	36.80088
3.52	-0.576006	33.23887
3.5300000000000002	-0.576506	13.51426
3.54	-0.577006	32.29749
3.5500000000000003	-0.577506	18.84442
3.56	-0.578006	27.76964
3.5700000000000003	-0.578506	9.4238
3.58	-0.579006	30.11116
3.59	-0.579506	15.98087
3.6	-0.580006	20.26538
3.61	-0.580506	30.12685
3.62	-0.581006	13.80607
3.63	-0.581506	24.75844
3.64	-0.582006	34.29219
3.65	-0.582506	21.4124
3.66	-0.583006	20.60751
3.67	-0.583506	24.52951
3.68	-0.584006	16.02252
3.69	-0.584506	24.40065
3.7	-0.585006	25.65988
3.71	-0.585506	33.87393
3.72	-0.586006	30.39698
3.73	-0.586506	12.42003
3.74	-0.587006	24.82845
3.75	-0.587506	25.15046
3.7600000000000002	-0.588006	30.59826
3.77	-0.588506	35.12014
3.7800000000000002	-0.589006	26.8965
3.79	-0.589506	30.23491
3.8000000000000003	-0.590006	18.98767
3.81	-0.590506	34.4924
3.8200000000000003	-0.591006	24.22118
3.83	-0.591506	11.05744
3.84	-0.592006	18.81006
3.85	-0.592506	37.04067
3.86	-0.593006	19.8232
3.87	-0.593506	30.87724
3.88	-0.594006	36.75733
3.89	-0.594506	32.44632
3.9	-0.595006	27.18904
3.91	-0.595506	20.78251
3.92	-0.596006	23.21057
3.93	-0.596506	17.18
3.94	-0.597006	26.14787
3.95	-0.597506	29.15491
3.96	-0.598006	32.32952
3.97	-0.598506	22.35883
3.98	-0.599006	24.47173
3.99	-0.599506	21.25083
4.0	-0.600006	19.82525
4.01	-0.600506	22.32197
4.0200000000000005	-0.601006	23.50404
4.03	-0.601506	23.66625
4.04	-0.602006	24.93616
4.05	-0.602506	28.05186
4.0600000000000005	-0.603006	35.68366
4.07	-0.603506	14.27723
4.08	-0.604007	16.97393
4.09	-0.604506	31.28442
4.1	-0.605006	24.37369
4.11	-0.605507	20.57528
4.12	-0.606007	18.6168
4.13	-0.606507	18.69169
4.14	-0.607007	25.27501
4.15	-0.607507	21.32952
4.16	-0.608007	25.52206
4.17	-0.608507	24.00336
4.18	-0.609007	28.35954
4.19	-0.609507	16.89813
4.2	-0.610007	15.55483
4.21	-0.610507	25.85023
4.22	-0.611007	23.29275
4.23	-0.611507	15.60325
4.24	-0.612007	35.13087
4.25	-0.612507	29.55723
4.26	-0.613007	27.9469
4.2700000000000005	-0.613507	21.10895
4.28	-0.614007	11.23945
4.29	-0.614507	22.52319
4.3	-0.615007	29.17802
4.3100000000000005	-0.615507	32.16645
4.32	-0.616007	7.440245
4.33	-0.616507	26.06386
4.34	-0.617007	23.57724
4.3500000000000005	-0.617507	25.1059
4.36	-0.618007	17.48697
4.37	-0.618507	21.1107
4.38	-0.619007	13.43455
4.39	-0.619507	24.52914
4.4	-0.620007	16.10694
4.41	-0.620507	19.38638
4.42	-0.621007	33.2846
4.43	-0.621507	5.854279
4.44	-0.622007	12.63242
4.45	-0.622507	28.76606
4.46	-0.623007	33.67303
4.47	-0.623507	23.63273
4.48	-0.624007	22.32974
4.49	-0.624507	16.57974
4.5	-0.625007	3.498593
4.51	-0.625507	23.35962
4.5200000000000005	-0.626007	16.41783
4.53	-0.626507	17.10293
4.54	-0.627007	23.85094
4.55	-0.627507	19.28453
4.5600000000000005	-0.628007	28.66379
4.57	-0.628507	24.94686
4.58	-0.629007	34.08503
4.59	-0.629507	19.11986
4.6000000000000005	-0.630007	25.27005
4.61	-0.630507	15.56628
4.62	-0.631007	26.71894
4.63	-0.631507	25.28652
4.64	-0.632007	35.23074
4.65	-0.632507	10.43666
4.66	-0.633007	20.49794
4.67	-0.633507	15.08338
4.68	-0.634007	8.997894
4.69	-0.634507	14.119
4.7	-0.635007	2.456119
4.71	-0.635507	15.24983
4.72	-0.636007	14.94175
4.73	-0.636507	27.00052
4.74	-0.637008	19.89507
4.75	-0.637508	23.46779
4.76	-0.638008	21.03005
4.7700000000000005	-0.638508	25.27294
4.78	-0.639008	28.8821
4.79	-0.639508	34.0407
4.8	-0.640008	24.63112
4.8100000000000005	-0.640508	22.4435
4.82	-0.641008	20.82607
4.83	-0.641508	13.19109
4.84	-0.642008	28.44911
4.8500000000000005	-0.642508	30.94896
4.86	-0.643008	27.24983
4.87	-0.643508	20.4072
4.88	-0.644008	28.24805
4.89	-0.644508	11.35927
4.9	-0.645008	23.49108
4.91	-0.645508	18.53535
4.92	-0.646008	22.16606
4.93	-0.646508	26.11058
4.94	-0.647008	36.09419
4.95	-0.647508	26.36375
4.96	-0.648008	19.53764
4.97	-0.648508	28.67856
4.98	-0.649008	24.33039
4.99	-0.649508	30.34918
5.0	-0.650008	32.23864
5.01	-0.650508	28.74785
5.0200000000000005	-0.651008	35.83952
5.03	-0.651508	22.6818
5.04	-0.652008	17.8063
5.05	-0.652508	31.53831
5.0600000000000005	-0.653008	18.44199
5.07	-0.653508	16.9872
5.08	-0.654008	26.5937
5.09	-0.654508	21.60177
5.1000000000000005	-0.655008	14.71211
5.11	-0.655508	27.62803
5.12	-0.656008	23.80292
5.13	-0.656508	29.86681
5.14	-0.657008	37.1619
5.15	-0.657508	30.30033
5.16	-0.658008	29.20265
5.17	-0.658508	28.28511
5.18	-0.659008	22.75845
5.19	-0.659508	16.53646
5.2	-0.660008	19.98636
5.21	-0.660508	16.23853
5.22	-0.661008	29.2052
5.23	-0.661508	23.52379
5.24	-0.662008	10.64467
5.25	-0.662508	32.48636
5.26	-0.663008	24.17942
5.2700000000000005	-0.663508	16.00145
5.28	-0.664008	16.86561
5.29	-0.664508	32.27057
5.3	-0.665008	14.7908
5.3100000000000005	-0.665508	20.78189
5.32	-0.666008	22.20624
5.33	-0.666508	30.89282
5.34	-0.667008	31.22706
5.3500000000000005	-0.667508	22.57859
5.36	-0.668008	20.03904
5.37	-0.668508	28.62804
5.38	-0.669008	22.45008
5.39	-0.669508	31.27407
5.4	-0.670009	32.33237
5.41	-0.670509	21.03168
5.42	-0.671009	22.97118
5.43	-0.671509	16.81958
5.44	-0.672009	20.39607
5.45	-0.672509	35.87147
5.46	-0.673009	10.1951
5.47	-0.673509	29.56271
5.48	-0.674009	23.73255
5.49	-0.674509	27.62462
5.5	-0.675009	12.05769
5.51	-0.675509	18.09202
5.5200000000000005	-0.676009	14.15135
5.53	-0.676509	10.56026
5.54	-0.677009	5.561378
5.55	-0.677509	27.54548
5.5600000000000005	-0.678009	29.41593
5.57	-0.678509	27.53425
5.58	-0.679009	23.87851
5.59	-0.679509	21.34404
5.6000000000000005	-0.680009	26.56829
5.61	-0.680509	16.79274
5.62	-0.681009	15.13087
5.63	-0.681509	5.858274
5.64	-0.682009	10.01195
5.65	-0.682509	3.060294
5.66	-0.683009	31.17292
5.67	-0.683509	14.79342
5.68	-0.684009	18.80567
5.69	-0.684509	21.08436
5.7	-0.685009	18.93648
5.71	-0.685509	10.91447
5.72	-0.686009	16.35283
5.73	-0.686509	21.50754
5.74	-0.687009	7.63237
5.75	-0.687509	21.43624
5.76	-0.688009	14.82759
5.7700000000000005	-0.688509	15.11909
5.78	-0.689009	29.93621
5.79	-0.689509	28.25195
5.8	-0.690009	18.41549
5.8100000000000005	-0.690509	12.09604
5.82	-0.691009	14.5826
5.83	-0.691509	13.45426
5.84	-0.692009	17.68805
5.8500000000000005	-0.692509	17.38136
5.86	-0.693009	14.06266
5.87	-0.693509	31.33238
5.88	-0.694009	16.39886
5.89	-0.694509	16.85813
5.9	-0.695009	30.13906
5.91	-0.695509	23.07737
5.92	-0.696009	16.59459
5.93	-0.696509	24.47722
5.94	-0.697009	10.06453
5.95	-0.697509	21.6753
5.96	-0.698009	13.76149
5.97	-0.698509	17.48208
5.98	-0.699009	24.46148
5.99	-0.699509	17.26986
6.0	-0.700009	31.37533
6.01	-0.700509	25.73398
6.0200000000000005	-0.701009	24.56141
6.03	-0.70151	32.53725
6.04	-0.70201	24.58403
6.05	-0.70251	11.52998
6.0600000000000005	-0.70301	28.48483
6.07	-0.70351	0.247664
6.08	-0.70401	21.78164
6.09	-0.70451	16.49655
6.1000000000000005	-0.70501	8.71595
6.11	-0.70551	16.501
6.12	-0.70601	9.29635
6.13	-0.70651	21.02222
6.140000000000001	-0.70701	19.7056
6.15	-0.70751	16.89111
6.16	-0.70801	24.74798
6.17	-0.70851	25.00795
6.18	-0.70901	24.68037
6.19	-0.70951	16.36765
6.2	-0.71001	20.0173
6.21	-0.71051	22.02726
6.22	-0.71101	23.5915
6.23	-0.71151	17.73051
6.24	-0.71201	26.51024
6.25	-0.71251	19.58304
6.26	-0.71301	21.36415
6.2700000000000005	-0.71351	24.53115
6.28	-0.71401	22.08701
6.29	-0.71451	27.66676
6.3	-0.71501	14.53749
6.3100000000000005	-0.71551	20.98451
6.32	-0.71601	20.20575
6.33	-0.71651	24.78397
6.34	-0.71701	18.45307
6.3500000000000005	-0.71751	30.16997
6.36	-0.71801	32.11666
6.37	-0.71851	26.15938
6.38	-0.71901	29.52828
6.390000000000001	-0.71951	18.22912
6.4	-0.72001	22.97894
6.41	-0.72051	13.25397
6.42	-0.72101	21.30575
6.43	-0.72151	24.01589
6.44	-0.72201	11.91682
6.45	-0.72251	17.11834
6.46	-0.72301	29.99792
6.47	-0.72351	23.38377
6.48	-0.72401	24.31057
6.49	-0.72451	25.0442
6.5	-0.72501	12.50635
6.51	-0.72551	27.24551
6.5200000000000005	-0.72601	28.1914
6.53	-0.72651	20.81619
6.54	-0.72701	20.17799
6.55	-0.72751	12.73537
6.5600000000000005	-0.72801	22.53358
6.57	-0.72851	24.72431
6.58	-0.72901	21.14946
6.59	-0.72951	27.94457
6.6000000000000005	-0.73001	19.38693
6.61	-0.73051	22.40454
6.62	-0.73101	22.07582
6.63	-0.73151	21.59616
6.640000000000001	-0.73201	11.54572
6.65	-0.73251	33.1436
6.66	-0.73301	14.65588
6.67	-0.73351	10.75871
6.68	-0.73401	20.21827
6.69	-0.734511	15.98608
6.7	-0.735011	17.48956
6.71	-0.735511	17.93808
6.72	-0.736011	20.99874
6.73	-0.736511	20.32855
6.74	-0.737011	20.97014
6.75	-0.737511	16.37244
6.76	-0.738011	7.496174
6.7700000000000005	-0.738511	23.35549
6.78	-0.739011	11.06847
6.79	-0.739511	26.36507
6.8	-0.740011	26.81381
6.8100000000000005	-0.740511	7.789692
6.82	-0.741011	21.399
6.83	-0.741511	20.17166
6.84	-0.742011	26.86519
6.8500000000000005	-0.742511	14.33442
6.86	-0.743011	28.11559
6.87	-0.743511	22.84212
6.88	-0.744011	28.1311
6.890000000000001	-0.744511	19.63504
6.9	-0.745011	16.8321
6.91	-0.745511	36.59618
6.92	-0.746011	21.59428
6.93	-0.746511	26.89931
6.94	-0.747011	23.35125
6.95	-0.747511	26.55583
6.96	-0.748011	21.37991
6.97	-0.748511	17.05123
6.98	-0.749011	30.16977
6.99	-0.749511	19.4715
7.0	-0.750011	23.30286
7.01	-0.750511	20.42605
7.0200000000000005	-0.751011	24.95251
7.03	-0.751511	29.94918
7.04	-0.752011	21.31927
7.05	-0.752511	13.05719
7.0600000000000005	-0.753011	20.49954
7.07	-0.753511	17.29406
7.08	-0.754011	-0.0993
7.09	-0.754511	9.04508
7.1000000000000005	-0.755011	13.79235
7.11	-0.755511	21.34096
7.12	-0.756011	17.22263
7.13	-0.756511	18.269
7.140000000000001	-0.757011	9.421828
7.15	-0.757511	28.54695
7.16	-0.758011	18.397
7.17	-0.758511	15.19881
7.18	-0.759011	11.99829
7.19	-0.759511	17.12867
7.2	-0.760011	15.00183
7.21	-0.760511	25.04298
7.22	-0.761011	19.02227
7.23	-0.761511	23.00615
7.24	-0.762011	21.77951
7.25	-0.762511	11.30062
7.26	-0.763011	15.30602
7.2700000000000005	-0.763511	13.74266
7.28	-0.764011	14.48705
7.29	-0.764511	19.7121
7.3	-0.765011	24.86161
7.3100000000000005	-0.765511	15.02225
7.32	-0.766012	21.53296
7.33	-0.766512	23.85159
7.34	-0.767011	21.12106
7.3500000000000005	-0.767512	12.8298
7.36	-0.768012	28.56273
7.37	-0.768512	23.40447
7.38	-0.769012	16.2272
7.390000000000001	-0.769512	14.76547
7.4	-0.770012	9.976548
7.41	-0.770512	20.27663
7.42	-0.771012	22.27575
7.43	-0.771512	26.13713
7.44	-0.772012	20.88509
7.45	-0.772512	24.50444
7.46	-0.773012	27.90504
7.47	-0.773512	22.04454
7.48	-0.774012	24.50025
7.49	-0.774512	14.54918
7.5	-0.775012	9.870694
7.51	-0.775512	27.75674
7.5200000000000005	-0.776012	26.47215
7.53	-0.776512	25.56829
7.54	-0.777012	21.18173
7.55	-0.777512	14.46382
7.5600000000000005	-0.778012	21.90119
7.57	-0.778512	18.96868
7.58	-0.779012	21.20241
7.59	-0.779512	12.80995
7.6000000000000005	-0.780012	27.57105
7.61	-0.780512	26.08198
7.62	-0.781012	16.95366
7.63	-0.781512	14.19992
7.640000000000001	-0.782012	3.13791
7.65	-0.782512	20.77918
7.66	-0.783012	14.79974
7.67	-0.783512	14.43684
7.68	-0.784012	16.5304
7.69	-0.784512	23.56874
7.7	-0.785012	23.08101
7.71	-0.785512	23.19118
7.72	-0.786012	20.58248
7.73	-0.786512	16.40086
7.74	-0.787012	26.70334
7.75	-0.787512	14.29277
7.76	-0.788012	13.9105
7.7700000000000005	-0.788512	20.03899
7.78	-0.789012	-2.577726
7.79	-0.789512	5.975465
7.8	-0.790012	18.26985
7.8100000000000005	-0.790512	22.32738
7.82	-0.791012	8.88442
7.83	-0.791512	11.3561
7.84	-0.792012	12.33346
7.8500000000000005	-0.792512	6.447449
7.86	-0.793012	26.69371
7.87	-0.793512	13.24844
7.88	-0.794012	9.129357
7.890000000000001	-0.794512	14.56113
7.9	-0.795012	14.18443
7.91	-0.795512	23.60164
7.92	-0.796012	26.83082
7.930000000000001	-0.796512	24.04931
7.94	-0.797012	22.88077
7.95	-0.797512	19.5537
7.96	-0.798012	18.18144
7.97	-0.798512	19.299
7.98	-0.799013	24.73326
7.99	-0.799513	6.34239
8.0	-0.800013	10.7701
8.01	-0.800513	12.16645
8.02	-0.801013	26.93967
8.03	-0.801513	23.63755
8.040000000000001	-0.802013	18.38396
8.05	-0.802513	17.69656
8.06	-0.803013	13.7002
8.07	-0.803513	24.42158
8.08	-0.804013	22.43983
8.09	-0.804513	22.0874
8.1	-0.805013	16.8947
8.11	-0.805513	15.51304
8.120000000000001	-0.806013	16.27073
8.13	-0.806513	11.68855
8.14	-0.807013	23.19449
8.15	-0.807513	12.65785
8.16	-0.808013	18.0057
8.17	-0.808513	4.44171
8.18	-0.809013	12.29708
8.19	-0.809513	22.30172
8.2	-0.810013	20.20488
8.21	-0.810513	18.81337
8.22	-0.811013	12.58871
8.23	-0.811513	28.32968
8.24	-0.812013	14.13459
8.25	-0.812513	12.29543
8.26	-0.813013	25.75159
8.27	-0.813513	29.63282
8.28	-0.814013	10.02195
8.290000000000001	-0.814513	22.33191
8.3	-0.815013	31.9301
8.31	-0.815513	11.14922
8.32	-0.816013	14.04838
8.33	-0.816513	19.2025
8.34	-0.817013	13.37416
8.35	-0.817513	25.01355
8.36	-0.818013	20.52157
8.370000000000001	-0.818513	26.19248
8.38	-0.819013	19.39102
8.39	-0.819513	17.22836
8.4	-0.820013	23.863
8.41	-0.820513	25.23207
8.42	-0.821013	22.22762
8.43	-0.821513	12.30033
8.44	-0.822013	20.61689
8.45	-0.822513	13.98594
8.46	-0.823013	16.38919
8.47	-0.823513	16.66215
8.48	-0.824013	28.21794
8.49	-0.824513	12.8493
8.5	-0.825013	22.623
8.51	-0.825513	8.994205
8.52	-0.826013	14.01682
8.53	-0.826513	8.760959
8.540000000000001	-0.827013	15.86549
8.55	-0.827513	6.758579
8.56	-0.828013	9.554383
8.57	-0.828513	22.36473
8.58	-0.829013	18.35004
8.59	-0.829513	10.99929
8.6	-0.830013	28.5246
8.61	-0.830514	19.77152
8.620000000000001	-0.831014	14.1719
8.63	-0.831513	10.44597
8.64	-0.832014	14.98429
8.65	-0.832514	15.94482
8.66	-0.833014	17.70883
8.67	-0.833514	7.939086
8.68	-0.834014	15.90294
8.69	-0.834514	4.576158
8.700000000000001	-0.835014	27.80424
8.71	-0.835514	24.16219
8.72	-0.836014	23.09293
8.73	-0.836514	24.86145
8.74	-0.837014	5.02979
8.75	-0.837514	14.48602
8.76	-0.838014	22.22983
8.77	-0.838514	19.7127
8.78	-0.839014	7.05933
8.790000000000001	-0.839514	39.68164
8.8	-0.840014	23.59287
8.81	-0.840514	7.250254
8.82	-0.841014	19.14312
8.83	-0.841514	25.84717
8.84	-0.842014	14.79156
8.85	-0.842514	13.35969
8.86	-0.843014	9.350055
8.870000000000001	-0.843514	1.448598
8.88	-0.844014	13.89315
8.89	-0.844514	11.08161
8.9	-0.845014	28.49205
8.91	-0.845514	26.4329
8.92	-0.846014	23.34857
8.93	-0.846514	26.39417
8.94	-0.847014	11.25415
